Switch: edge2,5.0,0.0
Switch: edge4,5.0,0.0
Switch: edge3,5.0,0.0
host03,5.0,0.0
host01,5.0,0.0
host07,5.0,0.0
host02,5.0,0.0
Switch: edge1,5.0,0.0
host05,5.0,0.0
Switch: edge3,5.0,0.0
Switch: edge4,5.0,0.0
Switch: edge1,5.0,0.0
host04,5.0,0.0
host08,5.0,0.784
Switch: edge2,5.0,0.0
host06,5.0,0.0
Switch: edge2,100.0,0.0
Switch: edge4,100.0,0.0
Switch: edge3,100.0,0.0
host03,100.0,0.0
host01,100.0,0.0
host07,100.0,0.0
host02,100.0,0.0
Switch: edge1,100.0,0.0
host05,100.0,0.0
Switch: edge3,100.0,0.0
Switch: edge4,100.0,0.0
Switch: edge1,100.0,0.0
host04,100.0,0.0
host08,100.0,15.2
Switch: edge2,100.0,0.0
host06,100.0,0.0
Switch: edge2,105.0,0.0
Switch: edge4,105.0,0.0
Switch: edge3,105.0,0.0
host03,105.0,0.0
host01,105.0,0.0
host07,105.0,0.0
host02,105.0,0.0
Switch: edge1,105.0,0.0
host05,105.0,0.0
Switch: edge3,105.0,0.0
Switch: edge4,105.0,0.0
Switch: edge1,105.0,0.0
host04,105.0,0.0
host08,105.0,0.0
Switch: edge2,105.0,0.0
host06,105.0,0.0
Switch: edge2,110.0,0.0
Switch: edge4,110.0,0.0
Switch: edge3,110.0,0.0
host03,110.0,0.0
host01,110.0,0.0
host07,110.0,0.8
host02,110.0,0.0
Switch: edge1,110.0,0.0
host05,110.0,0.0
Switch: edge3,110.0,0.0
Switch: edge4,110.0,0.8
Switch: edge1,110.0,0.0
host04,110.0,0.0
host08,110.0,0.0
Switch: edge2,110.0,0.0
host06,110.0,0.0
Switch: edge2,200.0,0.0
Switch: edge4,200.0,0.0
Switch: edge3,200.0,0.0
host03,200.0,0.0
host01,200.0,0.0
host07,200.0,14.4
host02,200.0,0.0
Switch: edge1,200.0,0.0
host05,200.0,0.0
Switch: edge3,200.0,0.0
Switch: edge4,200.0,14.4
Switch: edge1,200.0,0.0
host04,200.0,0.0
host08,200.0,0.0
Switch: edge2,200.0,0.0
host06,200.0,0.0
Switch: edge2,205.0,0.0
Switch: edge4,205.0,0.0
Switch: edge3,205.0,0.0
host03,205.0,0.0
host01,205.0,0.0
host07,205.0,0.0
host02,205.0,0.0
Switch: edge1,205.0,0.0
host05,205.0,0.0
Switch: edge3,205.0,0.0
Switch: edge4,205.0,0.0
Switch: edge1,205.0,0.0
host04,205.0,0.0
host08,205.0,0.0
Switch: edge2,205.0,0.0
host06,205.0,0.0
Switch: edge2,210.0,0.0
Switch: edge4,210.0,0.0
Switch: edge3,210.0,0.0
host03,210.0,0.0
host01,210.0,0.0
host07,210.0,0.0
host02,210.0,0.0
Switch: edge1,210.0,0.0
host05,210.0,0.0
Switch: edge3,210.0,0.0
Switch: edge4,210.0,0.0
Switch: edge1,210.0,0.0
host04,210.0,0.0
host08,210.0,0.0
Switch: edge2,210.0,0.0
host06,210.0,0.8
Switch: edge2,300.0,0.0
Switch: edge4,300.0,0.0
Switch: edge3,300.0,0.0
host03,300.0,0.0
host01,300.0,0.0
host07,300.0,0.0
host02,300.0,0.0
Switch: edge1,300.0,0.0
host05,300.0,0.0
Switch: edge3,300.0,0.0
Switch: edge4,300.0,0.0
Switch: edge1,300.0,0.0
host04,300.0,0.0
host08,300.0,0.0
Switch: edge2,300.0,0.0
host06,300.0,14.4
Switch: edge2,305.0,0.0
Switch: edge4,305.0,0.0
Switch: edge3,305.0,0.0
host03,305.0,0.0
host01,305.0,0.0
host07,305.0,0.0
host02,305.0,0.0
Switch: edge1,305.0,0.0
host05,305.0,0.0
Switch: edge3,305.0,0.0
Switch: edge4,305.0,0.0
Switch: edge1,305.0,0.0
host04,305.0,0.0
host08,305.0,0.0
Switch: edge2,305.0,0.0
host06,305.0,0.0
Switch: edge2,310.0,0.0
Switch: edge4,310.0,0.0
Switch: edge3,310.0,0.0
host03,310.0,0.0
host01,310.0,0.0
host07,310.0,0.0
host02,310.0,0.0
Switch: edge1,310.0,0.0
host05,310.0,0.8
Switch: edge3,310.0,0.8
Switch: edge4,310.0,0.0
Switch: edge1,310.0,0.0
host04,310.0,0.0
host08,310.0,0.0
Switch: edge2,310.0,0.0
host06,310.0,0.0
Switch: edge2,400.0,0.0
Switch: edge4,400.0,0.0
Switch: edge3,400.0,0.0
host03,400.0,0.0
host01,400.0,0.0
host07,400.0,0.0
host02,400.0,0.0
Switch: edge1,400.0,0.0
host05,400.0,14.4
Switch: edge3,400.0,14.4
Switch: edge4,400.0,0.0
Switch: edge1,400.0,0.0
host04,400.0,0.0
host08,400.0,0.0
Switch: edge2,400.0,0.0
host06,400.0,0.0
